Date andTime	 Date	                 Time	  Site	Location	          Depth	Sample	Param	   Name	          Qualifier	  Val	  Units	 QC    
30/07/1997 11:30	30/07/1997	11:30:00	30001	surface (3.0m tube)	0	8915	315	Ammonia Nitrogen	NA	0.079	mg/L	102
30/07/1997 11:30	30/07/1997	11:30:00	30001	surface (3.0m tube)	1	8915	315	Ammonia Nitrogen		0.066	mg/L	102
30/07/1997 11:30	30/07/1997	11:30:00	30001	surface (3.0m tube)	3	8915	315	Ammonia Nitrogen		0.01	mg/L	102
30/07/1997 11:30	30/07/1997	11:30:00	30001	surface (3.0m tube)	6	8915	315	Ammonia Nitrogen		0.01	mg/L	102
30/07/1997 11:30	30/07/1997	11:30:00	30001	surface (3.0m tube)	8	8915	315	Ammonia Nitrogen		0.01	mg/L	102
30/07/1997 11:30	30/07/1997	11:30:00	30001	surface (3.0m tube)	9	8915	315	Ammonia Nitrogen		0.01	mg/L	102
30/07/1997 11:30	30/07/1997	11:30:00	30001	surface (3.0m tube)	11	8915	315	Ammonia Nitrogen		0.01	mg/L	102
30/07/1997 11:30	30/07/1997	11:30:00	30001	surface (3.0m tube)	2	8915	315	Ammonia Nitrogen		0.03	mg/L	102
30/07/1997 11:30	30/07/1997	11:30:00	30001	surface (3.0m tube)	4	8915	315	Ammonia Nitrogen		0.01	mg/L	102
30/07/1997 11:30	30/07/1997	11:30:00	30001	surface (3.0m tube)	5	8915	315	Ammonia Nitrogen		0.01	mg/L	102
30/07/1997 11:30	30/07/1997	11:30:00	30001	surface (3.0m tube)	7	8915	315	Ammonia Nitrogen		0.01	mg/L	102
30/07/1997 11:30	30/07/1997	11:30:00	30001	surface (3.0m tube)	10	8915	315	Ammonia Nitrogen		0.01	mg/L	102
30/07/1997 11:30	30/07/1997	11:30:00	30001	surface (3.0m tube)	12	8915	315	Ammonia Nitrogen		0.01	mg/L	102
30/07/1997 11:30	30/07/1997	11:30:00	30001	surface (3.0m tube)	13	8915	315	Ammonia Nitrogen		0.01	mg/L	102
30/07/1997 12:00	30/07/1997	12:00:00	30016	surface (3.0m tube)		4129	302	Secchi Disc Depth		2.2	m	
30/07/1997 12:00	30/07/1997	12:00:00	30001	surface (3.0m tube)		4125	313	Filt.Nitrate NO3-N		0.009	mg/L	1
30/07/1997 12:00	30/07/1997	12:00:00	30001	surface (3.0m tube)		4125	314	Nitrite NO2-N		0.001	mg/L	1
30/07/1997 12:00	30/07/1997	12:00:00	30001	surface (3.0m tube)		4125	315	Ammonia Nitrogen		0.04	mg/L	1
30/07/1997 12:00	30/07/1997	12:00:00	30001	surface (3.0m tube)		4125	754	Nitrogen Oxides		0.01	mg/L	1
30/07/1997 12:00	30/07/1997	12:00:00	30001	surface (3.0m tube)		4125	851	Filt Reac Phosphorus		0.003	mg/L	1
30/07/1997 12:00	30/07/1997	12:00:00	30001	surface (3.0m tube)		4125	852	Suspended Solids		2	mg/L	1
30/07/1997 12:00	30/07/1997	12:00:00	30015	surface (3.0m tube)		4127	852	Suspended Solids	<	2	mg/L	1
30/07/1997 12:00	30/07/1997	12:00:00	30016	surface (3.0m tube)		4129	852	Suspended Solids	<	2	mg/L	1
30/07/1997 12:00	30/07/1997	12:00:00	30017	surface (3.0m tube)		4131	852	Suspended Solids	<	2	mg/L	1
30/07/1997 12:00	30/07/1997	12:00:00	30001	surface (3.0m tube)		4125	863	Total Algal Count		19323	Cells/mL	1
30/07/1997 12:00	30/07/1997	12:00:00	30003	surface (3.0m tube)		4132	863	Total Algal Count		35186	Cells/mL	1
30/07/1997 12:00	30/07/1997	12:00:00	30004	surface (3.0m tube)		4133	863	Total Algal Count		5933	Cells/mL	1
30/07/1997 12:00	30/07/1997	12:00:00	30015	surface (3.0m tube)		4127	863	Total Algal Count		41981	Cells/mL	1
30/07/1997 12:00	30/07/1997	12:00:00	30016	surface (3.0m tube)		4129	863	Total Algal Count		36200	Cells/mL	1
30/07/1997 12:00	30/07/1997	12:00:00	30017	surface (3.0m tube)		4131	863	Total Algal Count		49484	Cells/mL	1
30/07/1997 12:00	30/07/1997	12:00:00	30018	surface (3.0m tube)		4134	863	Total Algal Count		2571.5	Cells/mL	1
30/07/1997 12:00	30/07/1997	12:00:00	30019	surface (3.0m tube)		4135	863	Total Algal Count		65511	Cells/mL	1
30/07/1997 12:00	30/07/1997	12:00:00	30001	surface (3.0m tube)		4125	929	Total Nitrogen		0.45	mg/L	1
30/07/1997 12:00	30/07/1997	12:00:00	30015	surface (3.0m tube)		4127	929	Total Nitrogen		0.43	mg/L	1
30/07/1997 12:00	30/07/1997	12:00:00	30016	surface (3.0m tube)		4129	929	Total Nitrogen		0.43	mg/L	1
30/07/1997 12:00	30/07/1997	12:00:00	30017	surface (3.0m tube)		4131	929	Total Nitrogen		0.43	mg/L	1
30/07/1997 12:00	30/07/1997	12:00:00	30001	surface (3.0m tube)		4125	940	Total Phosphorus		0.013	mg/L	1
30/07/1997 12:00	30/07/1997	12:00:00	30015	surface (3.0m tube)		4127	940	Total Phosphorus		0.014	mg/L	1
30/07/1997 12:00	30/07/1997	12:00:00	30016	surface (3.0m tube)		4129	940	Total Phosphorus		0.014	mg/L	1
30/07/1997 12:00	30/07/1997	12:00:00	30017	surface (3.0m tube)		4131	940	Total Phosphorus		0.016	mg/L	1
30/07/1997 12:00	30/07/1997	12:00:00	30001	bottom		4124	313	Filt.Nitrate NO3-N		0.129	mg/L	1
30/07/1997 12:00	30/07/1997	12:00:00	30001	bottom		4124	314	Nitrite NO2-N		0.001	mg/L	1
30/07/1997 12:00	30/07/1997	12:00:00	30001	bottom		4124	315	Ammonia Nitrogen	<	0.01	mg/L	1
30/07/1997 12:00	30/07/1997	12:00:00	30001	bottom		4124	754	Nitrogen Oxides		0.13	mg/L	1
30/07/1997 12:00	30/07/1997	12:00:00	30001	bottom		4124	851	Filt Reac Phosphorus		0.007	mg/L	1
30/07/1997 12:00	30/07/1997	12:00:00	30001	bottom		4124	852	Suspended Solids		21	mg/L	1
30/07/1997 12:00	30/07/1997	12:00:00	30015	bottom		4126	852	Suspended Solids		3	mg/L	1
30/07/1997 12:00	30/07/1997	12:00:00	30016	bottom		4128	852	Suspended Solids		4	mg/L	1
30/07/1997 12:00	30/07/1997	12:00:00	30017	bottom		4130	852	Suspended Solids	<	2	mg/L	1
30/07/1997 12:00	30/07/1997	12:00:00	30001	bottom		4124	929	Total Nitrogen		0.59	mg/L	1
30/07/1997 12:00	30/07/1997	12:00:00	30015	bottom		4126	929	Total Nitrogen		0.48	mg/L	1
30/07/1997 12:00	30/07/1997	12:00:00	30016	bottom		4128	929	Total Nitrogen		0.53	mg/L	1
30/07/1997 12:00	30/07/1997	12:00:00	30017	bottom		4130	929	Total Nitrogen		0.42	mg/L	1
30/07/1997 12:00	30/07/1997	12:00:00	30001	bottom		4124	940	Total Phosphorus		0.033	mg/L	1
30/07/1997 12:00	30/07/1997	12:00:00	30015	bottom		4126	940	Total Phosphorus		0.016	mg/L	1
30/07/1997 12:00	30/07/1997	12:00:00	30016	bottom		4128	940	Total Phosphorus		0.023	mg/L	1
30/07/1997 12:00	30/07/1997	12:00:00	30017	bottom		4130	940	Total Phosphorus		0.014	mg/L	1
30/07/1997 12:30	30/07/1997	12:30:00	30015	surface (3.0m tube)	0	8916	315	Ammonia Nitrogen		0.059	mg/L	102
30/07/1997 12:30	30/07/1997	12:30:00	30015	surface (3.0m tube)	2	8916	315	Ammonia Nitrogen		0.061	mg/L	102
30/07/1997 12:30	30/07/1997	12:30:00	30015	surface (3.0m tube)	5	8916	315	Ammonia Nitrogen		0.05	mg/L	102
30/07/1997 12:30	30/07/1997	12:30:00	30015	surface (3.0m tube)	7	8916	315	Ammonia Nitrogen		0.014	mg/L	102
30/07/1997 12:30	30/07/1997	12:30:00	30015	surface (3.0m tube)	8	8916	315	Ammonia Nitrogen		0.012	mg/L	102
30/07/1997 12:30	30/07/1997	12:30:00	30015	surface (3.0m tube)	10	8916	315	Ammonia Nitrogen		0.012	mg/L	102
30/07/1997 12:30	30/07/1997	12:30:00	30015	surface (3.0m tube)	13	8916	315	Ammonia Nitrogen		0.012	mg/L	102
30/07/1997 12:30	30/07/1997	12:30:00	30015	surface (3.0m tube)	15	8916	315	Ammonia Nitrogen		0.013	mg/L	102
30/07/1997 12:30	30/07/1997	12:30:00	30015	surface (3.0m tube)	16	8916	315	Ammonia Nitrogen		0.013	mg/L	102
30/07/1997 12:30	30/07/1997	12:30:00	30015	surface (3.0m tube)	18	8916	315	Ammonia Nitrogen		0.013	mg/L	102
30/07/1997 12:30	30/07/1997	12:30:00	30015	surface (3.0m tube)	21	8916	315	Ammonia Nitrogen		0.013	mg/L	102
30/07/1997 12:30	30/07/1997	12:30:00	30015	surface (3.0m tube)	23	8916	315	Ammonia Nitrogen		0.012	mg/L	102
30/07/1997 12:30	30/07/1997	12:30:00	30015	surface (3.0m tube)	24	8916	315	Ammonia Nitrogen		0.012	mg/L	102
30/07/1997 12:30	30/07/1997	12:30:00	30015	surface (3.0m tube)	26	8916	315	Ammonia Nitrogen		0.012	mg/L	102
30/07/1997 12:30	30/07/1997	12:30:00	30015	surface (3.0m tube)	1	8916	315	Ammonia Nitrogen		0.059	mg/L	102
30/07/1997 12:30	30/07/1997	12:30:00	30015	surface (3.0m tube)	3	8916	315	Ammonia Nitrogen		0.065	mg/L	102
30/07/1997 12:30	30/07/1997	12:30:00	30015	surface (3.0m tube)	4	8916	315	Ammonia Nitrogen		0.061	mg/L	102
30/07/1997 12:30	30/07/1997	12:30:00	30015	surface (3.0m tube)	6	8916	315	Ammonia Nitrogen		0.024	mg/L	102
30/07/1997 12:30	30/07/1997	12:30:00	30015	surface (3.0m tube)	9	8916	315	Ammonia Nitrogen		0.012	mg/L	102
30/07/1997 12:30	30/07/1997	12:30:00	30015	surface (3.0m tube)	11	8916	315	Ammonia Nitrogen		0.012	mg/L	102
30/07/1997 12:30	30/07/1997	12:30:00	30015	surface (3.0m tube)	12	8916	315	Ammonia Nitrogen		0.012	mg/L	102
30/07/1997 12:30	30/07/1997	12:30:00	30015	surface (3.0m tube)	14	8916	315	Ammonia Nitrogen		0.012	mg/L	102
30/07/1997 12:30	30/07/1997	12:30:00	30015	surface (3.0m tube)	17	8916	315	Ammonia Nitrogen		0.013	mg/L	102
30/07/1997 12:30	30/07/1997	12:30:00	30015	surface (3.0m tube)	19	8916	315	Ammonia Nitrogen		0.013	mg/L	102
30/07/1997 12:30	30/07/1997	12:30:00	30015	surface (3.0m tube)	20	8916	315	Ammonia Nitrogen		0.013	mg/L	102
30/07/1997 12:30	30/07/1997	12:30:00	30015	surface (3.0m tube)	22	8916	315	Ammonia Nitrogen		0.013	mg/L	102
30/07/1997 12:30	30/07/1997	12:30:00	30015	surface (3.0m tube)	25	8916	315	Ammonia Nitrogen		0.012	mg/L	102
30/07/1997 12:30	30/07/1997	12:30:00	30015	surface (3.0m tube)	27	8916	315	Ammonia Nitrogen		0.012	mg/L	102
30/07/1997 13:50	30/07/1997	13:50:00	30016	surface (3.0m tube)	1	8917	315	Ammonia Nitrogen		0.056	mg/L	102
30/07/1997 13:50	30/07/1997	13:50:00	30016	surface (3.0m tube)	4	8917	315	Ammonia Nitrogen		0.054	mg/L	102
30/07/1997 13:50	30/07/1997	13:50:00	30016	surface (3.0m tube)	6	8917	315	Ammonia Nitrogen		0.047	mg/L	102
30/07/1997 13:50	30/07/1997	13:50:00	30016	surface (3.0m tube)	7	8917	315	Ammonia Nitrogen		0.047	mg/L	102
30/07/1997 13:50	30/07/1997	13:50:00	30016	surface (3.0m tube)	9	8917	315	Ammonia Nitrogen		0.039	mg/L	102
30/07/1997 13:50	30/07/1997	13:50:00	30016	surface (3.0m tube)	12	8917	315	Ammonia Nitrogen		0.029	mg/L	102
30/07/1997 13:50	30/07/1997	13:50:00	30016	surface (3.0m tube)	14	8917	315	Ammonia Nitrogen		0.016	mg/L	102
30/07/1997 13:50	30/07/1997	13:50:00	30016	surface (3.0m tube)	15	8917	315	Ammonia Nitrogen		0.017	mg/L	102
30/07/1997 13:50	30/07/1997	13:50:00	30016	surface (3.0m tube)	17	8917	315	Ammonia Nitrogen		0.015	mg/L	102
30/07/1997 13:50	30/07/1997	13:50:00	30016	surface (3.0m tube)	0	8917	315	Ammonia Nitrogen		0.058	mg/L	102
30/07/1997 13:50	30/07/1997	13:50:00	30016	surface (3.0m tube)	2	8917	315	Ammonia Nitrogen		0.055	mg/L	102
30/07/1997 13:50	30/07/1997	13:50:00	30016	surface (3.0m tube)	3	8917	315	Ammonia Nitrogen		0.055	mg/L	102
30/07/1997 13:50	30/07/1997	13:50:00	30016	surface (3.0m tube)	5	8917	315	Ammonia Nitrogen		0.051	mg/L	102
30/07/1997 13:50	30/07/1997	13:50:00	30016	surface (3.0m tube)	8	8917	315	Ammonia Nitrogen		0.046	mg/L	102
30/07/1997 13:50	30/07/1997	13:50:00	30016	surface (3.0m tube)	10	8917	315	Ammonia Nitrogen		0.036	mg/L	102
30/07/1997 13:50	30/07/1997	13:50:00	30016	surface (3.0m tube)	11	8917	315	Ammonia Nitrogen		0.031	mg/L	102
30/07/1997 13:50	30/07/1997	13:50:00	30016	surface (3.0m tube)	13	8917	315	Ammonia Nitrogen		0.025	mg/L	102
30/07/1997 13:50	30/07/1997	13:50:00	30016	surface (3.0m tube)	16	8917	315	Ammonia Nitrogen		0.017	mg/L	102
30/07/1997 15:40	30/07/1997	15:40:00	30017	surface (3.0m tube)	0	8918	315	Ammonia Nitrogen		0.066	mg/L	102
30/07/1997 15:40	30/07/1997	15:40:00	30017	surface (3.0m tube)	3	8918	315	Ammonia Nitrogen		0.058	mg/L	102
30/07/1997 15:40	30/07/1997	15:40:00	30017	surface (3.0m tube)	5	8918	315	Ammonia Nitrogen		0.055	mg/L	102
30/07/1997 15:40	30/07/1997	15:40:00	30017	surface (3.0m tube)	6	8918	315	Ammonia Nitrogen		0.052	mg/L	102
30/07/1997 15:40	30/07/1997	15:40:00	30017	surface (3.0m tube)	8	8918	315	Ammonia Nitrogen		0.047	mg/L	102
30/07/1997 15:40	30/07/1997	15:40:00	30017	surface (3.0m tube)	11	8918	315	Ammonia Nitrogen		0.013	mg/L	102
30/07/1997 15:40	30/07/1997	15:40:00	30017	surface (3.0m tube)	1	8918	315	Ammonia Nitrogen		0.062	mg/L	102
30/07/1997 15:40	30/07/1997	15:40:00	30017	surface (3.0m tube)	2	8918	315	Ammonia Nitrogen		0.059	mg/L	102
30/07/1997 15:40	30/07/1997	15:40:00	30017	surface (3.0m tube)	4	8918	315	Ammonia Nitrogen		0.055	mg/L	102
30/07/1997 15:40	30/07/1997	15:40:00	30017	surface (3.0m tube)	7	8918	315	Ammonia Nitrogen		0.05	mg/L	102
30/07/1997 15:40	30/07/1997	15:40:00	30017	surface (3.0m tube)	9	8918	315	Ammonia Nitrogen		0.022	mg/L	102
30/07/1997 15:40	30/07/1997	15:40:00	30017	surface (3.0m tube)	10	8918	315	Ammonia Nitrogen		0.013	mg/L	102
30/07/1997 15:40	30/07/1997	15:40:00	30017	surface (3.0m tube)	12	8918	315	Ammonia Nitrogen		0.12	mg/L	102
12/08/1997 12:00	12/08/1997	12:00:00	30001	surface (3.0m tube)		4188	863	Total Algal Count		6603.1	Cells/mL	1
27/08/1997 12:00	27/08/1997	12:00:00	30001	surface (3.0m tube)		4212	313	Filt.Nitrate NO3-N		0.019	mg/L	1
27/08/1997 12:00	27/08/1997	12:00:00	30001	surface (3.0m tube)		4212	314	Nitrite NO2-N		0.001	mg/L	1
27/08/1997 12:00	27/08/1997	12:00:00	30001	surface (3.0m tube)		4212	315	Ammonia Nitrogen	<	0.01	mg/L	1
27/08/1997 12:00	27/08/1997	12:00:00	30001	surface (3.0m tube)		4212	466	Chlorophyll a		7.8	µg/L	1
27/08/1997 12:00	27/08/1997	12:00:00	30015	surface (3.0m tube)		4214	466	Chlorophyll a		6.8	µg/L	1
27/08/1997 12:00	27/08/1997	12:00:00	30016	surface (3.0m tube)		4216	466	Chlorophyll a		7.9	µg/L	1
27/08/1997 12:00	27/08/1997	12:00:00	30017	surface (3.0m tube)		4218	466	Chlorophyll a		5.3	µg/L	1
27/08/1997 12:00	27/08/1997	12:00:00	30001	surface (3.0m tube)		4212	754	Nitrogen Oxides		0.02	mg/L	1
27/08/1997 12:00	27/08/1997	12:00:00	30001	surface (3.0m tube)		4212	851	Filt Reac Phosphorus		0.003	mg/L	1
27/08/1997 12:00	27/08/1997	12:00:00	30001	surface (3.0m tube)		4212	852	Suspended Solids		2	mg/L	1
27/08/1997 12:00	27/08/1997	12:00:00	30015	surface (3.0m tube)		4214	852	Suspended Solids		2	mg/L	1
27/08/1997 12:00	27/08/1997	12:00:00	30016	surface (3.0m tube)		4216	852	Suspended Solids		2	mg/L	1
27/08/1997 12:00	27/08/1997	12:00:00	30017	surface (3.0m tube)		4218	852	Suspended Solids		2	mg/L	1
27/08/1997 12:00	27/08/1997	12:00:00	30001	surface (3.0m tube)		4212	863	Total Algal Count		24626	Cells/mL	1
27/08/1997 12:00	27/08/1997	12:00:00	30003	surface (3.0m tube)		4219	863	Total Algal Count		26988	Cells/mL	1
27/08/1997 12:00	27/08/1997	12:00:00	30004	surface (3.0m tube)		4220	863	Total Algal Count		10447	Cells/mL	1
27/08/1997 12:00	27/08/1997	12:00:00	30015	surface (3.0m tube)		4214	863	Total Algal Count		10656	Cells/mL	1
27/08/1997 12:00	27/08/1997	12:00:00	30016	surface (3.0m tube)		4216	863	Total Algal Count		16276	Cells/mL	1
27/08/1997 12:00	27/08/1997	12:00:00	30017	surface (3.0m tube)		4218	863	Total Algal Count		60714	Cells/mL	1
27/08/1997 12:00	27/08/1997	12:00:00	30018	surface (3.0m tube)		4221	863	Total Algal Count		6906.2	Cells/mL	1
27/08/1997 12:00	27/08/1997	12:00:00	30019	surface (3.0m tube)		4222	863	Total Algal Count		10908	Cells/mL	1
27/08/1997 12:00	27/08/1997	12:00:00	30001	surface (3.0m tube)		4212	929	Total Nitrogen		0.44	mg/L	1
27/08/1997 12:00	27/08/1997	12:00:00	30015	surface (3.0m tube)		4214	929	Total Nitrogen		0.44	mg/L	1
27/08/1997 12:00	27/08/1997	12:00:00	30016	surface (3.0m tube)		4216	929	Total Nitrogen		0.44	mg/L	1
27/08/1997 12:00	27/08/1997	12:00:00	30017	surface (3.0m tube)		4218	929	Total Nitrogen		0.48	mg/L	1
27/08/1997 12:00	27/08/1997	12:00:00	30001	surface (3.0m tube)		4212	940	Total Phosphorus		0.013	mg/L	1
27/08/1997 12:00	27/08/1997	12:00:00	30015	surface (3.0m tube)		4214	940	Total Phosphorus		0.012	mg/L	1
27/08/1997 12:00	27/08/1997	12:00:00	30016	surface (3.0m tube)		4216	940	Total Phosphorus		0.013	mg/L	1
27/08/1997 12:00	27/08/1997	12:00:00	30017	surface (3.0m tube)		4218	940	Total Phosphorus		0.013	mg/L	1
27/08/1997 12:00	27/08/1997	12:00:00	30001	bottom		4211	313	Filt.Nitrate NO3-N		0.059	mg/L	1
27/08/1997 12:00	27/08/1997	12:00:00	30001	bottom		4211	314	Nitrite NO2-N		0.001	mg/L	1
27/08/1997 12:00	27/08/1997	12:00:00	30001	bottom		4211	315	Ammonia Nitrogen	<	0.01	mg/L	1
27/08/1997 12:00	27/08/1997	12:00:00	30001	bottom		4211	754	Nitrogen Oxides		0.06	mg/L	1
27/08/1997 12:00	27/08/1997	12:00:00	30001	bottom		4211	851	Filt Reac Phosphorus		0.005	mg/L	1
27/08/1997 12:00	27/08/1997	12:00:00	30001	bottom		4211	852	Suspended Solids		2	mg/L	1
27/08/1997 12:00	27/08/1997	12:00:00	30015	bottom		4213	852	Suspended Solids		3	mg/L	1
27/08/1997 12:00	27/08/1997	12:00:00	30016	bottom		4215	852	Suspended Solids		3	mg/L	1
27/08/1997 12:00	27/08/1997	12:00:00	30017	bottom		4217	852	Suspended Solids		2	mg/L	1
27/08/1997 12:00	27/08/1997	12:00:00	30001	bottom		4211	929	Total Nitrogen		0.46	mg/L	1
27/08/1997 12:00	27/08/1997	12:00:00	30015	bottom		4213	929	Total Nitrogen		0.48	mg/L	1
27/08/1997 12:00	27/08/1997	12:00:00	30016	bottom		4215	929	Total Nitrogen		0.49	mg/L	1
27/08/1997 12:00	27/08/1997	12:00:00	30017	bottom		4217	929	Total Nitrogen		0.47	mg/L	1
27/08/1997 12:00	27/08/1997	12:00:00	30001	bottom		4211	940	Total Phosphorus		0.012	mg/L	1
27/08/1997 12:00	27/08/1997	12:00:00	30015	bottom		4213	940	Total Phosphorus		0.01	mg/L	1
27/08/1997 12:00	27/08/1997	12:00:00	30016	bottom		4215	940	Total Phosphorus		0.014	mg/L	1
27/08/1997 12:00	27/08/1997	12:00:00	30017	bottom		4217	940	Total Phosphorus		0.016	mg/L	1
10/09/1997 12:00	10/09/1997	12:00:00	30003	surface (3.0m tube)		4280	863	Total Algal Count		21481	Cells/mL	1
10/09/1997 12:00	10/09/1997	12:00:00	30004	surface (3.0m tube)		4281	863	Total Algal Count		19229	Cells/mL	1
10/09/1997 12:00	10/09/1997	12:00:00	30018	surface (3.0m tube)		4282	863	Total Algal Count		44107	Cells/mL	1
10/09/1997 12:00	10/09/1997	12:00:00	30019	surface (3.0m tube)		4283	863	Total Algal Count		1723.3	Cells/mL	1
24/09/1997 9:00	24/09/1997	9:00:00	30016	surface (3.0m tube)	0	8948	315	Ammonia Nitrogen		0.08	mg/L	102
24/09/1997 9:00	24/09/1997	9:00:00	30016	surface (3.0m tube)	1	8948	315	Ammonia Nitrogen		0.077	mg/L	102
24/09/1997 9:00	24/09/1997	9:00:00	30016	surface (3.0m tube)	3	8948	315	Ammonia Nitrogen		0.068	mg/L	102
24/09/1997 9:00	24/09/1997	9:00:00	30016	surface (3.0m tube)	6	8948	315	Ammonia Nitrogen		0.049	mg/L	102
24/09/1997 9:00	24/09/1997	9:00:00	30016	surface (3.0m tube)	8	8948	315	Ammonia Nitrogen		0.011	mg/L	102
24/09/1997 9:00	24/09/1997	9:00:00	30016	surface (3.0m tube)	9	8948	315	Ammonia Nitrogen		0.009	mg/L	102
24/09/1997 9:00	24/09/1997	9:00:00	30016	surface (3.0m tube)	11	8948	315	Ammonia Nitrogen		0.007	mg/L	102
24/09/1997 9:00	24/09/1997	9:00:00	30016	surface (3.0m tube)	14	8948	315	Ammonia Nitrogen		0.006	mg/L	102
24/09/1997 9:00	24/09/1997	9:00:00	30016	surface (3.0m tube)	16	8948	315	Ammonia Nitrogen		0.006	mg/L	102
24/09/1997 9:00	24/09/1997	9:00:00	30016	surface (3.0m tube)	17	8948	315	Ammonia Nitrogen		0.006	mg/L	102
24/09/1997 9:00	24/09/1997	9:00:00	30016	surface (3.0m tube)	19	8948	315	Ammonia Nitrogen		0.006	mg/L	102
24/09/1997 9:00	24/09/1997	9:00:00	30016	surface (3.0m tube)	22	8948	315	Ammonia Nitrogen		0.005	mg/L	102
24/09/1997 9:00	24/09/1997	9:00:00	30016	surface (3.0m tube)	24	8948	315	Ammonia Nitrogen		0.005	mg/L	102
24/09/1997 9:00	24/09/1997	9:00:00	30016	surface (3.0m tube)	2	8948	315	Ammonia Nitrogen		0.072	mg/L	102
24/09/1997 9:00	24/09/1997	9:00:00	30016	surface (3.0m tube)	4	8948	315	Ammonia Nitrogen		0.068	mg/L	102
24/09/1997 9:00	24/09/1997	9:00:00	30016	surface (3.0m tube)	5	8948	315	Ammonia Nitrogen		0.053	mg/L	102
24/09/1997 9:00	24/09/1997	9:00:00	30016	surface (3.0m tube)	7	8948	315	Ammonia Nitrogen		0.044	mg/L	102
24/09/1997 9:00	24/09/1997	9:00:00	30016	surface (3.0m tube)	10	8948	315	Ammonia Nitrogen		0.008	mg/L	102
24/09/1997 9:00	24/09/1997	9:00:00	30016	surface (3.0m tube)	12	8948	315	Ammonia Nitrogen		0.007	mg/L	102
24/09/1997 9:00	24/09/1997	9:00:00	30016	surface (3.0m tube)	13	8948	315	Ammonia Nitrogen		0.006	mg/L	102
24/09/1997 9:00	24/09/1997	9:00:00	30016	surface (3.0m tube)	15	8948	315	Ammonia Nitrogen		0.006	mg/L	102
24/09/1997 9:00	24/09/1997	9:00:00	30016	surface (3.0m tube)	18	8948	315	Ammonia Nitrogen		0.006	mg/L	102
24/09/1997 9:00	24/09/1997	9:00:00	30016	surface (3.0m tube)	20	8948	315	Ammonia Nitrogen		0.006	mg/L	102
24/09/1997 9:00	24/09/1997	9:00:00	30016	surface (3.0m tube)	21	8948	315	Ammonia Nitrogen		0.005	mg/L	102
24/09/1997 9:00	24/09/1997	9:00:00	30016	surface (3.0m tube)	23	8948	315	Ammonia Nitrogen		0.005	mg/L	102
24/09/1997 9:35	24/09/1997	9:35:00	30015	surface (3.0m tube)	1	8947	315	Ammonia Nitrogen		0.08	mg/L	102
24/09/1997 9:35	24/09/1997	9:35:00	30015	surface (3.0m tube)	2	8947	315	Ammonia Nitrogen		0.078	mg/L	102
24/09/1997 9:35	24/09/1997	9:35:00	30015	surface (3.0m tube)	4	8947	315	Ammonia Nitrogen		0.053	mg/L	102
24/09/1997 9:35	24/09/1997	9:35:00	30015	surface (3.0m tube)	7	8947	315	Ammonia Nitrogen		0.046	mg/L	102
24/09/1997 9:35	24/09/1997	9:35:00	30015	surface (3.0m tube)	9	8947	315	Ammonia Nitrogen		0.017	mg/L	102
24/09/1997 9:35	24/09/1997	9:35:00	30015	surface (3.0m tube)	10	8947	315	Ammonia Nitrogen		0.014	mg/L	102
24/09/1997 9:35	24/09/1997	9:35:00	30015	surface (3.0m tube)	12	8947	315	Ammonia Nitrogen		0.008	mg/L	102
24/09/1997 9:35	24/09/1997	9:35:00	30015	surface (3.0m tube)	15	8947	315	Ammonia Nitrogen		0.006	mg/L	102
24/09/1997 9:35	24/09/1997	9:35:00	30015	surface (3.0m tube)	17	8947	315	Ammonia Nitrogen		0.006	mg/L	102
24/09/1997 9:35	24/09/1997	9:35:00	30015	surface (3.0m tube)	18	8947	315	Ammonia Nitrogen		0.006	mg/L	102
24/09/1997 9:35	24/09/1997	9:35:00	30015	surface (3.0m tube)	20	8947	315	Ammonia Nitrogen		0.006	mg/L	102
24/09/1997 9:35	24/09/1997	9:35:00	30015	surface (3.0m tube)	23	8947	315	Ammonia Nitrogen		0.005	mg/L	102
24/09/1997 9:35	24/09/1997	9:35:00	30015	surface (3.0m tube)	0	8947	315	Ammonia Nitrogen		0.077	mg/L	102
24/09/1997 9:35	24/09/1997	9:35:00	30015	surface (3.0m tube)	3	8947	315	Ammonia Nitrogen		0.059	mg/L	102
24/09/1997 9:35	24/09/1997	9:35:00	30015	surface (3.0m tube)	5	8947	315	Ammonia Nitrogen		0.052	mg/L	102
24/09/1997 9:35	24/09/1997	9:35:00	30015	surface (3.0m tube)	6	8947	315	Ammonia Nitrogen		0.05	mg/L	102
24/09/1997 9:35	24/09/1997	9:35:00	30015	surface (3.0m tube)	8	8947	315	Ammonia Nitrogen		0.028	mg/L	102
24/09/1997 9:35	24/09/1997	9:35:00	30015	surface (3.0m tube)	11	8947	315	Ammonia Nitrogen		0.008	mg/L	102
24/09/1997 9:35	24/09/1997	9:35:00	30015	surface (3.0m tube)	13	8947	315	Ammonia Nitrogen		0.007	mg/L	102
24/09/1997 9:35	24/09/1997	9:35:00	30015	surface (3.0m tube)	14	8947	315	Ammonia Nitrogen		0.007	mg/L	102
24/09/1997 9:35	24/09/1997	9:35:00	30015	surface (3.0m tube)	16	8947	315	Ammonia Nitrogen		0.006	mg/L	102
24/09/1997 9:35	24/09/1997	9:35:00	30015	surface (3.0m tube)	19	8947	315	Ammonia Nitrogen		0.006	mg/L	102
